tweet_id,timestamp,platform_source,dog_name,dog_stage,number_of_images,predicted_dog_breed,prediction1,confidence_level_prediction1,prediction1_is_dog,prediction2,confidence_level_prediction2,prediction2_is_dog,prediction3,confidence_level_prediction3,prediction3_is_dog,rating_numerator,rating_denominator,favorite_count,retweet_count
889531135344209921,2017-07-24 17:02:04,Twitter for IPhone,Stuart,puppo,1.0,golden_retriever,golden_retriever,0.953442,True,Labrador_retriever,0.0138341,True,redbone,0.00795775,True,13.0,10.0,13751.0,1956.0
889278841981685760,2017-07-24 00:19:32,Twitter for IPhone,Oliver,,1.0,whippet,whippet,0.626152,True,borzoi,0.194742,True,Saluki,0.0273507,True,13.0,10.0,22796.0,4618.0
888917238123831296,2017-07-23 00:22:39,Twitter for IPhone,Jim,,1.0,golden_retriever,golden_retriever,0.714719,True,Tibetan_mastiff,0.1201839999999999,True,Labrador_retriever,0.1055059999999999,True,12.0,10.0,26390.0,3890.0
888804989199671297,2017-07-22 16:56:37,Twitter for IPhone,Zeke,,1.0,golden_retriever,golden_retriever,0.46976,True,Labrador_retriever,0.184172,True,English_setter,0.0734817,True,13.0,10.0,23154.0,3687.0
888554962724278272,2017-07-22 00:23:06,Twitter for IPhone,Ralphus,,3.0,Siberian_husky,Siberian_husky,0.700377,True,Eskimo_dog,0.166511,True,malamute,0.111411,True,13.0,10.0,17858.0,2991.0
888078434458587136,2017-07-20 16:49:33,Twitter for IPhone,Gerald,,1.0,French_bulldog,French_bulldog,0.995026,True,pug,0.000931908,True,bull_mastiff,0.000903211,True,12.0,10.0,19753.0,3019.0
887705289381826560,2017-07-19 16:06:48,Twitter for IPhone,Jeffrey,,1.0,basset,basset,0.821664,True,redbone,0.0875815,True,Weimaraner,0.0262364,True,13.0,10.0,27452.0,4693.0
887473957103951883,2017-07-19 00:47:34,Twitter for IPhone,Canela,,2.0,Pembroke,Pembroke,0.809197,True,Rhodesian_ridgeback,0.05495,True,beagle,0.0389148,True,13.0,10.0,62124.0,15613.0
887343217045368832,2017-07-18 16:08:03,Twitter for IPhone,,,1.0,Mexican_hairless,Mexican_hairless,0.330741,True,sea_lion,0.275645,False,Weimaraner,0.134203,True,13.0,10.0,30481.0,9158.0
887101392804085760,2017-07-18 00:07:08,Twitter for IPhone,,floofer,1.0,Samoyed,Samoyed,0.733942,True,Eskimo_dog,0.0350295,True,Staffordshire_bullterrier,0.0297047,True,12.0,10.0,27795.0,5185.0
886983233522544640,2017-07-17 16:17:36,Twitter for IPhone,Maya,,2.0,Chihuahua,Chihuahua,0.793469,True,toy_terrier,0.143528,True,can_opener,0.0322529,False,13.0,10.0,31464.0,6633.0
886736880519319552,2017-07-16 23:58:41,Twitter for IPhone,Mingus,,1.0,kuvasz,kuvasz,0.309706,True,Great_Pyrenees,0.186136,True,Dandie_Dinmont,0.0863463,True,13.0,10.0,10817.0,2755.0
886366144734445568,2017-07-15 23:25:31,Twitter for IPhone,,pupper,1.0,French_bulldog,French_bulldog,0.999201,True,Chihuahua,0.000361178,True,Boston_bull,7.55616e-05,True,12.0,10.0,19126.0,2747.0
886258384151887873,2017-07-15 16:17:19,Twitter for IPhone,Waffles,,1.0,pug,pug,0.943575,True,shower_cap,0.0252856,False,Siamese_cat,0.00284892,False,13.0,10.0,25330.0,5492.0
885984800019947520,2017-07-14 22:10:11,Twitter for IPhone,Jimbo,,1.0,Blenheim_spaniel,Blenheim_spaniel,0.972494,True,Shih-Tzu,0.00663012,True,Bernese_mountain_dog,0.00623915,True,12.0,10.0,29514.0,5834.0
885528943205470208,2017-07-13 15:58:47,Twitter for IPhone,Maisey,,1.0,pug,pug,0.369275,True,Labrador_retriever,0.265835,True,kuvasz,0.134697,True,13.0,10.0,32563.0,5552.0
885167619883638784,2017-07-12 16:03:00,Twitter for IPhone,,,4.0,malamute,malamute,0.8124819999999999,True,Siberian_husky,0.0717125,True,Eskimo_dog,0.0557697,True,13.0,10.0,19823.0,3799.0
884925521741709313,2017-07-12 00:01:00,Twitter for IPhone,Earl,,1.0,,Italian_greyhound,0.259916,True,American_Staffordshire_terrier,0.198451,True,Staffordshire_bullterrier,0.127725,True,12.0,10.0,69574.0,15662.0
884876753390489601,2017-07-11 20:47:12,Twitter for IPhone,Lola,,1.0,chow,chow,0.822103,True,Norwich_terrier,0.106075,True,Norfolk_terrier,0.0373485,True,13.0,10.0,25191.0,4854.0
884562892145688576,2017-07-11 00:00:02,Twitter for IPhone,Kevin,,1.0,pug,pug,0.5464060000000001,True,French_bulldog,0.404291,True,Brabancon_griffon,0.0440019,True,13.0,10.0,22010.0,4075.0
884441805382717440,2017-07-10 15:58:53,Twitter for IPhone,,,1.0,Pembroke,Pembroke,0.993225,True,Cardigan,0.00321648,True,Chihuahua,0.00208089,True,14.0,10.0,24587.0,4956.0
884162670584377345,2017-07-09 21:29:42,Twitter for IPhone,Yogi,doggo,1.0,German_shepherd,German_shepherd,0.707046,True,malinois,0.199396,True,Norwegian_elkhound,0.0491476,True,12.0,10.0,18493.0,2599.0
883838122936631299,2017-07-09 00:00:04,Twitter for IPhone,Noah,,1.0,Doberman,Doberman,0.610946,True,miniature_pinscher,0.299603,True,kelpie,0.0630203,True,12.0,10.0,19782.0,2972.0
883482846933004288,2017-07-08 00:28:19,Twitter for IPhone,Bella,,1.0,golden_retriever,golden_retriever,0.943082,True,Labrador_retriever,0.032409,True,kuvasz,0.00550072,True,13.5,10.0,41494.0,8592.0
883360690899218434,2017-07-07 16:22:55,Twitter for IPhone,Grizzwald,floofer,1.0,chow,chow,0.987997,True,Tibetan_mastiff,0.00709872,True,Newfoundland,0.00214033,True,13.0,10.0,20554.0,3198.0
883117836046086144,2017-07-07 00:17:54,Twitter for IPhone,,,2.0,golden_retriever,golden_retriever,0.949562,True,Labrador_retriever,0.0459479,True,kuvasz,0.00247094,True,13.0,10.0,33580.0,5759.0
882992080364220416,2017-07-06 15:58:11,Twitter for IPhone,Rusty,,1.0,Eskimo_dog,Eskimo_dog,0.4667779999999999,True,Siberian_husky,0.406044,True,dingo,0.0734143999999999,False,13.0,10.0,21647.0,3362.0
882762694511734784,2017-07-06 00:46:41,Twitter for IPhone,Gus,pupper,1.0,Labrador_retriever,Labrador_retriever,0.85005,True,Chesapeake_Bay_retriever,0.074257,True,flat-coated_retriever,0.0155793999999999,True,12.0,10.0,25581.0,4251.0
882627270321602560,2017-07-05 15:48:34,Twitter for IPhone,Stanley,,1.0,Pembroke,Pembroke,0.542982,True,Chihuahua,0.251988,True,Cardigan,0.107699,True,13.0,10.0,25396.0,5269.0
882268110199369728,2017-07-04 16:01:23,Twitter for IPhone,Alfy,,1.0,golden_retriever,golden_retriever,0.762211,True,Labrador_retriever,0.0989848999999999,True,cocker_spaniel,0.0171995,True,13.0,10.0,40500.0,10059.0
882045870035918850,2017-07-04 01:18:17,Twitter for IPhone,Koko,,1.0,,web_site,0.949591,False,dhole,0.0173258,False,golden_retriever,0.00694063,True,13.0,10.0,26548.0,4229.0
881906580714921986,2017-07-03 16:04:48,Twitter for IPhone,Rey,,1.0,,Weimaraner,0.291539,True,Chesapeake_Bay_retriever,0.278966,True,koala,0.127017,False,12.0,10.0,22094.0,2960.0
881666595344535552,2017-07-03 00:11:11,Twitter for IPhone,Gary,,1.0,Saluki,Saluki,0.529012,True,Afghan_hound,0.250003,True,golden_retriever,0.160739,True,13.0,10.0,45944.0,9286.0
881536004380872706,2017-07-02 15:32:16,Twitter for IPhone,,pupper,1.0,,Samoyed,0.281463,True,Angora,0.272066,False,Persian_cat,0.114854,False,14.0,10.0,44823.0,13925.0
880872448815771648,2017-06-30 19:35:32,Twitter for IPhone,,,1.0,Pembroke,Pembroke,0.791416,True,Norwich_terrier,0.0613929,True,Chihuahua,0.0337257,True,12.0,10.0,19309.0,3323.0
880465832366813184,2017-06-29 16:39:47,Twitter for IPhone,Bella,,1.0,golden_retriever,golden_retriever,0.913255,True,Labrador_retriever,0.0263286,True,cocker_spaniel,0.00937082,True,12.0,10.0,25764.0,5416.0
880221127280381952,2017-06-29 00:27:25,Twitter for IPhone,Jesse,,1.0,,Chihuahua,0.238525,True,meerkat,0.104256,False,clumber,0.0525802999999999,True,12.0,10.0,24428.0,3612.0
880095782870896641,2017-06-28 16:09:20,Twitter for IPhone,,,1.0,,miniature_pinscher,0.120298,True,Rhodesian_ridgeback,0.106395,True,beagle,0.106073,True,11.0,10.0,25060.0,3781.0
879862464715927552,2017-06-28 00:42:13,Twitter for IPhone,Romeo,,3.0,basset,basset,0.813507,True,beagle,0.146654,True,cocker_spaniel,0.00948502,True,13.0,10.0,20308.0,3035.0
879492040517615616,2017-06-27 00:10:17,Twitter for IPhone,Bailey,,1.0,German_short-haired_pointer,German_short-haired_pointer,0.479896,True,vizsla,0.1243529999999999,True,bath_towel,0.0733202,False,12.0,10.0,21332.0,2755.0
879415818425184262,2017-06-26 19:07:24,Twitter for IPhone,Duddles,,1.0,English_springer,English_springer,0.383404,True,Boston_bull,0.134967,True,Cardigan,0.110481,True,13.0,10.0,95806.0,38867.0
879376492567855104,2017-06-26 16:31:08,Twitter for IPhone,Jack,,1.0,,tricycle,0.663601,False,Labrador_retriever,0.0334961,True,Pembroke,0.0188266,True,12.0,10.0,15300.0,2734.0
879008229531029506,2017-06-25 16:07:47,Twitter for IPhone,Beau,,1.0,vizsla,vizsla,0.960513,True,miniature_pinscher,0.00943065,True,American_Staffordshire_terrier,0.0087113,True,13.0,10.0,17268.0,2336.0
878776093423087618,2017-06-25 00:45:22,Twitter for IPhone,Snoopy,,2.0,Italian_greyhound,Italian_greyhound,0.734684,True,whippet,0.1504869999999999,True,Ibizan_hound,0.0397246,True,13.0,10.0,17626.0,3581.0
878281511006478336,2017-06-23 16:00:04,Twitter for IPhone,Shadow,,1.0,basset,basset,0.32042,True,collie,0.215975,True,Appenzeller,0.1285069999999999,True,13.0,10.0,7008.0,1114.0
878057613040115712,2017-06-23 01:10:23,Twitter for IPhone,Emmy,,1.0,French_bulldog,French_bulldog,0.839097,True,Boston_bull,0.0787993999999999,True,toy_terrier,0.0152433999999999,True,14.0,10.0,38223.0,5947.0
877736472329191424,2017-06-22 03:54:17,Twitter for IPhone,Aja,,2.0,Chesapeake_Bay_retriever,Chesapeake_Bay_retriever,0.8379559999999999,True,Labrador_retriever,0.0620342,True,Weimaraner,0.0405991,True,13.0,10.0,71684.0,16481.0
877556246731214848,2017-06-21 15:58:08,Twitter for IPhone,Penny,,1.0,basset,basset,0.995368,True,Welsh_springer_spaniel,0.00193621,True,bathtub,0.000467919,False,12.0,10.0,20585.0,3299.0
877316821321428993,2017-06-21 00:06:44,Twitter for IPhone,Dante,,1.0,Saluki,Saluki,0.5099670000000001,True,Italian_greyhound,0.0904973,True,golden_retriever,0.0794058,True,13.0,10.0,24923.0,4545.0
877201837425926144,2017-06-20 16:29:50,Twitter for IPhone,Nelly,,1.0,Pembroke,Pembroke,0.93112,True,Cardigan,0.0686982,True,basenji,8.17379e-05,True,12.0,10.0,24591.0,4842.0
876838120628539392,2017-06-19 16:24:33,Twitter for IPhone,Ginger,pupper,1.0,bloodhound,bloodhound,0.575751,True,redbone,0.24097,True,Tibetan_mastiff,0.0889348,True,12.0,10.0,18803.0,2916.0
876484053909872640,2017-06-18 16:57:37,Twitter for IPhone,Benedict,,1.0,golden_retriever,golden_retriever,0.874566,True,Irish_terrier,0.0373542,True,chow,0.0167235999999999,True,13.0,10.0,17070.0,2073.0
876120275196170240,2017-06-17 16:52:05,Twitter for IPhone,Venti,,1.0,Bernese_mountain_dog,Bernese_mountain_dog,0.534327,True,Saint_Bernard,0.346312,True,Greater_Swiss_Mountain_dog,0.0949327,True,13.0,10.0,25448.0,4068.0
875747767867523072,2017-06-16 16:11:53,Twitter for IPhone,Goose,,1.0,Labrador_retriever,Labrador_retriever,0.799551,True,Chesapeake_Bay_retriever,0.179975,True,vizsla,0.0046176,True,13.0,10.0,22857.0,3735.0
875144289856114688,2017-06-15 00:13:52,Twitter for IPhone,Hank,,1.0,,Siberian_husky,0.245048,True,Pembroke,0.223716,True,dingo,0.160753,False,13.0,10.0,19949.0,4286.0
875021211251597312,2017-06-14 16:04:48,Twitter for IPhone,,,2.0,West_Highland_white_terrier,West_Highland_white_terrier,0.7143189999999999,True,Siberian_husky,0.0919133,True,Great_Pyrenees,0.0460381999999999,True,12.0,10.0,23246.0,4127.0
874680097055178752,2017-06-13 17:29:20,Twitter for IPhone,Cash,,1.0,Labrador_retriever,Labrador_retriever,0.836052,True,Staffordshire_bullterrier,0.0470690999999999,True,beagle,0.0360071,True,12.0,10.0,25339.0,4071.0
874296783580663808,2017-06-12 16:06:11,Twitter for IPhone,Jed,pupper,1.0,cocker_spaniel,cocker_spaniel,0.437216,True,miniature_poodle,0.2771909999999999,True,toy_poodle,0.157402,True,13.0,10.0,23746.0,3627.0
874057562936811520,2017-06-12 00:15:36,Twitter for IPhone,,,1.0,flat-coated_retriever,flat-coated_retriever,0.8321770000000001,True,black-and-tan_coonhound,0.0404369,True,Newfoundland,0.0282283,True,12.0,10.0,20720.0,3496.0
874012996292530176,2017-06-11 21:18:31,Twitter for IPhone,Sebastian,puppo,2.0,Cardigan,Cardigan,0.806674,True,Pembroke,0.116622,True,kelpie,0.0491819,True,13.0,10.0,31095.0,8942.0
873580283840344065,2017-06-10 16:39:04,Twitter for IPhone,,,1.0,Newfoundland,Newfoundland,0.678537,True,Tibetan_mastiff,0.244022,True,chow,0.0485295,True,13.0,10.0,22097.0,3453.0
873213775632977920,2017-06-09 16:22:42,Twitter for IPhone,Sierra,pupper,1.0,vizsla,vizsla,0.6197819999999999,True,bloodhound,0.338069,True,Chesapeake_Bay_retriever,0.0126763,True,12.0,10.0,6531.0,1387.0
872967104147763200,2017-06-09 00:02:31,Twitter for IPhone,,doggo,2.0,Labrador_retriever,Labrador_retriever,0.476913,True,Chesapeake_Bay_retriever,0.174145,True,German_short-haired_pointer,0.0928614,True,12.0,10.0,24831.0,4739.0
872820683541237760,2017-06-08 14:20:41,Twitter for IPhone,,,3.0,pug,pug,0.99912,True,French_bulldog,0.00055192,True,bull_mastiff,7.28904e-05,True,13.0,10.0,13459.0,3267.0
872620804844003328,2017-06-08 01:06:27,Twitter for IPhone,Monkey,,1.0,cocker_spaniel,cocker_spaniel,0.513191,True,Sussex_spaniel,0.159088,True,standard_poodle,0.149509,True,13.0,10.0,18915.0,3197.0
872486979161796608,2017-06-07 16:14:40,Twitter for IPhone,,,1.0,Pembroke,Pembroke,0.931861,True,Cardigan,0.0377211999999999,True,Chihuahua,0.0119667,True,12.0,10.0,37201.0,7998.0
872122724285648897,2017-06-06 16:07:15,Twitter for IPhone,Kody,,1.0,,basketball,0.808396,False,pug,0.0667363,True,dalmatian,0.0545697999999999,True,12.0,10.0,31232.0,7130.0
871879754684805121,2017-06-06 00:01:46,Twitter for IPhone,Lassie,,1.0,Shetland_sheepdog,Shetland_sheepdog,0.969171,True,collie,0.0182607,True,Pomeranian,0.00851534,True,13.0,10.0,34224.0,9621.0
871762521631449091,2017-06-05 16:15:56,Twitter for IPhone,Rover,pupper,2.0,Labrador_retriever,Labrador_retriever,0.921393,True,golden_retriever,0.064608,True,bloodhound,0.00338337,True,12.0,10.0,18462.0,3069.0
871515927908634625,2017-06-04 23:56:03,Twitter for IPhone,Napolean,doggo,2.0,komondor,komondor,0.974781,True,briard,0.0200412999999999,True,swab,0.00322824,False,12.0,10.0,18431.0,3056.0
871032628920680449,2017-06-03 15:55:36,Twitter for IPhone,Boomer,,1.0,kelpie,kelpie,0.398053,True,macaque,0.0689549,False,dingo,0.0506018,False,13.0,10.0,20793.0,3359.0
870656317836468226,2017-06-02 15:00:16,Twitter for IPhone,Cody,,4.0,Pembroke,Pembroke,0.945495,True,Cardigan,0.0458755,True,beagle,0.00432943,True,13.0,10.0,11231.0,2294.0
870374049280663552,2017-06-01 20:18:38,Twitter for IPhone,Zoey,,1.0,golden_retriever,golden_retriever,0.841001,True,Great_Pyrenees,0.0992784,True,Labrador_retriever,0.0326213,True,13.0,10.0,76205.0,23577.0
870308999962521604,2017-06-01 16:00:09,Twitter for IPhone,Rumble,,2.0,Greater_Swiss_Mountain_dog,Greater_Swiss_Mountain_dog,0.6227520000000001,True,Appenzeller,0.158463,True,EntleBucher,0.148115,True,13.0,10.0,20066.0,3666.0
869772420881756160,2017-05-31 04:27:59,Twitter for IPhone,Dewey,,1.0,Pembroke,Pembroke,0.980148,True,Cardigan,0.0192711,True,malamute,0.00013626,True,13.0,10.0,39082.0,9003.0
869702957897576449,2017-05-30 23:51:58,Twitter for IPhone,,,1.0,Pembroke,Pembroke,0.993449,True,Cardigan,0.00632508,True,Chihuahua,0.000177598,True,13.0,10.0,25819.0,5566.0
869596645499047938,2017-05-30 16:49:31,Twitter for IPhone,Scout,doggo,1.0,Chihuahua,Chihuahua,0.955156,True,toy_terrier,0.00805373,True,muzzle,0.00629563,False,12.0,10.0,14649.0,2747.0
869227993411051520,2017-05-29 16:24:37,Twitter for IPhone,Gizmo,,1.0,Pembroke,Pembroke,0.664181,True,Chihuahua,0.169234,True,Cardigan,0.1327,True,13.0,10.0,18715.0,3334.0
868880397819494401,2017-05-28 17:23:24,Twitter for IPhone,Walter,,1.0,,laptop,0.153718,False,French_bulldog,0.0999839,True,printer,0.0771299,False,14.0,10.0,59840.0,12761.0
868622495443632128,2017-05-28 00:18:35,Twitter for IPhone,,,1.0,Labrador_retriever,Labrador_retriever,0.868107,True,Great_Pyrenees,0.060973,True,Saint_Bernard,0.0334889,True,13.0,10.0,24372.0,4677.0
868552278524837888,2017-05-27 19:39:34,Twitter for IPhone,Cooper,,1.0,whippet,whippet,0.378151,True,Italian_greyhound,0.275935,True,American_Staffordshire_terrier,0.0949906,True,12.0,10.0,9260.0,1819.0
867900495410671616,2017-05-26 00:29:37,Twitter for IPhone,,,1.0,Labrador_retriever,Labrador_retriever,0.522644,True,kuvasz,0.332461,True,dalmatian,0.0320081,True,12.0,10.0,22233.0,3719.0
867774946302451713,2017-05-25 16:10:44,Twitter for IPhone,Meet Harold,,2.0,Border_collie,Border_collie,0.661953,True,Cardigan,0.175718,True,collie,0.0871424,True,13.0,10.0,31188.0,6506.0
867421006826221569,2017-05-24 16:44:18,Twitter for IPhone,Shikha,puppo,1.0,Eskimo_dog,Eskimo_dog,0.6164569999999999,True,Siberian_husky,0.38133,True,malamute,0.00167022,True,12.0,10.0,14763.0,2210.0
867051520902168576,2017-05-23 16:16:06,Twitter for IPhone,,,1.0,Samoyed,Samoyed,0.4714029999999999,True,Pekinese,0.302219,True,Pomeranian,0.156606,True,13.0,10.0,29575.0,7030.0
866686824827068416,2017-05-22 16:06:55,Twitter for IPhone,Lili,,1.0,flat-coated_retriever,flat-coated_retriever,0.51473,True,groenendael,0.306407,True,curly-coated_retriever,0.0613140999999999,True,12.0,10.0,17678.0,3079.0
866450705531457537,2017-05-22 00:28:40,Twitter for IPhone,Jamesy,pupper,2.0,French_bulldog,French_bulldog,0.905334,True,Boston_bull,0.0780597,True,pug,0.00177092,True,13.0,10.0,112290.0,31461.0
866334964761202691,2017-05-21 16:48:45,Twitter for IPhone,Coco,,1.0,Samoyed,Samoyed,0.984086,True,Pomeranian,0.00791928,True,keeshond,0.00332813,True,12.0,10.0,48088.0,12704.0
865718153858494464,2017-05-19 23:57:46,Twitter for IPhone,Meet Boomer,,1.0,golden_retriever,golden_retriever,0.673664,True,kuvasz,0.157523,True,Labrador_retriever,0.126073,True,13.0,10.0,23672.0,5034.0
865359393868664832,2017-05-19 00:12:11,Twitter for IPhone,Sammy,,2.0,Chesapeake_Bay_retriever,Chesapeake_Bay_retriever,0.832435,True,Labrador_retriever,0.163551,True,Weimaraner,0.00277025,True,13.0,10.0,24358.0,4471.0
865006731092295680,2017-05-18 00:50:50,Twitter for IPhone,Nelly,,1.0,Pembroke,Pembroke,0.989882,True,Cardigan,0.00990646,True,basenji,0.000134952,True,13.0,10.0,25822.0,6921.0
864279568663928832,2017-05-16 00:41:21,Twitter for IPhone,Meatball,,1.0,bull_mastiff,bull_mastiff,0.668613,True,French_bulldog,0.180562,True,Staffordshire_bullterrier,0.0522374,True,12.0,10.0,13478.0,2696.0
864197398364647424,2017-05-15 19:14:50,Twitter for IPhone,Paisley,,4.0,golden_retriever,golden_retriever,0.945905,True,Labrador_retriever,0.0212636,True,Tibetan_mastiff,0.0204928,True,13.0,10.0,27574.0,7894.0
863553081350529029,2017-05-14 00:34:33,Twitter for IPhone,Neptune,,1.0,Eskimo_dog,Eskimo_dog,0.41333,True,malamute,0.347646,True,Siberian_husky,0.149536,True,13.0,10.0,14079.0,3770.0
863432100342583297,2017-05-13 16:33:49,Twitter for IPhone,Belle,,1.0,Staffordshire_bullterrier,Staffordshire_bullterrier,0.690517,True,French_bulldog,0.10336,True,beagle,0.0794893999999999,True,12.0,10.0,21966.0,4719.0
863079547188785154,2017-05-12 17:12:53,Twitter for IPhone,Pipsy,,1.0,,Lakeland_terrier,0.275242,True,Airedale,0.190569,True,teddy,0.102595,False,14.0,10.0,8125.0,995.0
863062471531167744,2017-05-12 16:05:02,Twitter for IPhone,Quinn,,2.0,French_bulldog,French_bulldog,0.935804,True,pug,0.0595761999999999,True,boxer,0.00141218,True,13.0,10.0,7772.0,2164.0
862831371563274240,2017-05-12 00:46:44,Twitter for IPhone,Zooey,,2.0,,Australian_terrier,0.207281,True,Irish_terrier,0.156296,True,German_shepherd,0.1235359999999999,True,13.0,10.0,17731.0,4619.0
862722525377298433,2017-05-11 17:34:13,Twitter for IPhone,Dave,,1.0,basset,basset,0.39333,True,beagle,0.242034,True,boxer,0.0776925,True,11.0,10.0,15827.0,3202.0
862096992088072192,2017-05-10 00:08:34,Twitter for IPhone,,,2.0,chow,chow,0.677589,True,Pomeranian,0.270648,True,Pekinese,0.0381099,True,13.0,10.0,68475.0,20822.0
861383897657036800,2017-05-08 00:54:59,Twitter for IPhone,Hobbes,,1.0,Cardigan,Cardigan,0.771008,True,Pembroke,0.137174,True,French_bulldog,0.0633086,True,13.0,10.0,33344.0,9659.0
861288531465048066,2017-05-07 18:36:02,Twitter for IPhone,NAME,,1.0,,syringe,0.1447119999999999,False,oxygen_mask,0.1066839999999999,False,Bouvier_des_Flandres,0.0826102,True,13.0,10.0,15873.0,3726.0
861005113778896900,2017-05-06 23:49:50,Twitter for IPhone,Burt,,1.0,German_shepherd,German_shepherd,0.507951,True,Pembroke,0.136113,True,muzzle,0.0757641999999999,False,12.0,10.0,15474.0,3458.0
860563773140209665,2017-05-05 18:36:06,Twitter for IPhone,Meet Lorenzo,,1.0,Cardigan,Cardigan,0.583936,True,Pembroke,0.0559794,True,beagle,0.0458957,True,13.0,10.0,6941.0,1930.0
860524505164394496,2017-05-05 16:00:04,Twitter for IPhone,Carl,,1.0,,Bedlington_terrier,0.286558,True,toy_poodle,0.2351929999999999,True,Lakeland_terrier,0.0879506999999999,True,13.0,10.0,21941.0,4779.0
859924526012018688,2017-05-04 00:15:58,Twitter for IPhone,Milky,,1.0,,French_bulldog,0.254587,True,Staffordshire_bullterrier,0.1925579999999999,True,hog,0.10027,False,12.0,10.0,18221.0,3708.0
859851578198683649,2017-05-03 19:26:06,Twitter for IPhone,Trooper,,4.0,Labrador_retriever,Labrador_retriever,0.899086,True,golden_retriever,0.0470908,True,kuvasz,0.0232063,True,13.0,10.0,14377.0,3193.0
859607811541651456,2017-05-03 03:17:27,Twitter for IPhone,Zoey,puppo,1.0,golden_retriever,golden_retriever,0.8955290000000001,True,Irish_setter,0.0240993,True,Labrador_retriever,0.0192854,True,13.0,10.0,17343.0,1406.0
859196978902773760,2017-05-02 00:04:57,Twitter for IPhone,,,1.0,,Angora,0.2242179999999999,False,malamute,0.216163,True,Persian_cat,0.128383,False,12.0,10.0,83298.0,27331.0
858843525470990336,2017-05-01 00:40:27,Twitter for IPhone,Pupcasso,doggo,1.0,golden_retriever,golden_retriever,0.57812,True,Labrador_retriever,0.286059,True,bloodhound,0.0269173,True,13.0,10.0,14547.0,3154.0
858471635011153920,2017-04-30 00:02:42,Twitter for IPhone,Sophie,,1.0,Pembroke,Pembroke,0.987407,True,Cardigan,0.00872303,True,basenji,0.00342373,True,13.0,10.0,20117.0,4429.0
858107933456039936,2017-04-28 23:57:28,Twitter for IPhone,Wyatt,,1.0,golden_retriever,golden_retriever,0.863874,True,Labrador_retriever,0.01592,True,doormat,0.0106153,False,12.0,10.0,14681.0,2631.0
857989990357356544,2017-04-28 16:08:49,Twitter for IPhone,Rosie,,1.0,French_bulldog,French_bulldog,0.43258,True,English_springer,0.325898,True,Lakeland_terrier,0.0426179,True,12.0,10.0,14966.0,2351.0
